page,name,link,thumbnail,rating,date,snippet,images,local_guide
2,ayunda leni,https://www.google.com/maps/contrib/114596079567281965650?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjX3su2pRvexQI_ksMJsoNAzgVA-v0m0keCJvVwbJyouvjX8IoABoA=s120-c-rp-mo-ba4-br100,5.0,3 hari lalu,Keren datang waktu expo kemenag,"['https://lh5.googleusercontent.com/p/AF1QipPMzm6h3iQWZo07f6IKc_tZEV2V8VsMBtaElIsy=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPY4MdY8856CTIS46hQfU9wnBgyhjXx8syCKEcJ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN_CTSZAo38OyZanhWZ2w6ZQrtu2DxA_q4z7hSl=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOEKQ1jiItrmHLsBJHxtvcs9XZmKy1gvV7-z3OR=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPpoVh8kXC40Gfgj0d48EjWsEegzZi2hSXKHT7A=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPrPCM4QVFB7eyUjSxtUMVT-HhBMIZ0owhTNb6F=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNW32OsnpDUf_Y0Ak8bDSZffUQdKu9M2C_UZHhE=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNjAV3KQZ9OFxXcIIjhbExGh6Et0c1dPKY6hyeM=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNOebL6V52BVW2b5NcjVnswE5M-yZ0Gmt_QNrfW=w150-h150-k-no-p']",True
2,ini nindy,https://www.google.com/maps/contrib/112332383361038277174?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVz3F9HOktHBiK7raUsT8f_Lq7I2iLPbCnk6BR4dHWV-vqV9fxO=s120-c-rp-mo-ba4-br100,5.0,4 bulan lalu,"Tempat healing terdekat dari rumah.
Kesini ke momikuland yg harga tiketnya 40k untuk 2jam.
Maknanya buanyak. Luas. Bersih
Jadi seneng main disini
Tambahan klo mau ditemenin anaknya nambah 10k ingat saya
Ada foodcourt jg
Plus klo mau masuk ke wahana yg macem2 bisa langsung beli tiket lagi untuk ke gofun","['https://lh5.googleusercontent.com/p/AF1QipPiN-swYpvKdzrHaEf-WgE8xvs-cSuJbT0-GKWb=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOCSLXBrYRLTixdxvtQsB27YyzMI1Cetc9j6ajR=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMhGo0PAmMl9h7G8MnimRCs_L5qbp0ptyJc67Wp=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPULAA-IvbXNz-mI-DniUucJesg2o7cbHwzBSzy=w150-h150-k-no-p']",True
2,Andika Sulistianto,https://www.google.com/maps/contrib/111828424237081870460?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVCv98mY82pQRs9mseUGCJMS1apKG4U19hx6KghrfQULN3vhCeO=s120-c-rp-mo-ba4-br100,5.0,2 bulan lalu,"Pengalaman kami pada saat berkunjung di GoFun Entertainment sangatlah berkesan dan menyenangkan. Adapun salah satu keunggulan yang dimiliki adalah area lingkungan yang bersih, asri, rapi, nyaman dan aman bagi seluruh pengunjung. Serta berbagai wahana bermain yang sangat atraktif bagi anak-anak. Terima kasih atas setiap layanan terbaik yang telah diberikan oleh para karyawan/karyawati dan pihak Pengelola selama ini kepada para pengunjung.",,True
2,Pitoyo Sukapooh,https://www.google.com/maps/contrib/109440240623264976114?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVsTgUZc3hkcJe1m1mIwTB_I0rR5t6PEAlxAokOMaBa77BXTuYq=s120-c-rp-mo-ba5-br100,4.0,6 bulan lalu,"Cukup oke, cuma sayang akses mainan sebagian besar saat liburan anak sekolah hy dibuka sore hari","['https://lh5.googleusercontent.com/p/AF1QipM0Xo1GfznYHJzLqn0UwNca1YXFOWZ5iMVaCyim=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOeQ3PsICJIA4xKojG1XK-zhhyINcdQg5HJK3Yx=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN4al9X2TmoiJ7Sc_pYblAEVOblgRSDLzkOB6G4=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN8BivoUzEgtZKgFj_7rW40gOhyCpdkR4Kr5WUu=w150-h150-k-no-p']",True
2,Sabita sahda Zuhary,https://www.google.com/maps/contrib/110139462542481632860?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJGEd1aFG-QGxKpwmK9wtuYbFCOkkVttSt-AQi27Ol3sdR5Zw=s120-c-rp-mo-br100,5.0,2 minggu lalu,"seru banget,tapi tolong mas mas yang jaga area ketangkasan lebih ramah ke pengunjung kaya permainan yang lain.",,
2,Lian Harumi,https://www.google.com/maps/contrib/102052217551684835349?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU7e9jwoj8ZKXCLuOTScsDR--Pj0oevPGznVF315c1jZxvO0You=s120-c-rp-mo-ba5-br100,5.0,setahun lalu,"Berkunjung kesini tahun 2019, dulu masih banyak area bermain sepi pengunjung, terutama museum bencana alam (kalau ga salah nama area wahana), kaya museum sejarah gitu, ada foto² dan kliping koran tentang bencana yang pernah terjadi di bojonegoro dari masa ke masa","['https://lh5.googleusercontent.com/p/AF1QipPBUN1zoLB-CyA7sh0vXbkMuFgz_dk-Qr_dDaDr=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP4kPYv-0nAKUZwn4Qb1aj4KJ8IUW0si3P6Y3hV=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMx906fFQc33-0AMhFHOyf9BfM1WOMUYE1Jw55z=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMAy47tPsqqvJTGFNgY7bvVNK6X_cVLs04HZ1Ws=w150-h150-k-no-p']",True
2,Eri Lenny,https://www.google.com/maps/contrib/108573002891933015471?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUUQB2wFHUiq6hRHYvLZHlnZ0e13q-V-3uYpveD5dgoJwgy2WP1=s120-c-rp-mo-ba3-br100,4.0,setahun lalu,"Suka karena murah 🤭
Tiket masuk free kalo cuman lihat2 aja, foto2 n dine in di food court, tiket wahana antara 5-15rb, kalo terusan 45rb. Tapi sedikit sayang ada beberapa wahana yang masih maintenance, kiranya cepat kelar deh.. pertahanan ya, karena hiburan seperti ini diperlukan wkwkwk.. 😂
Tempatnya semi terbuka gak takut kehujanan saat naik wahana, parkiran luas..","['https://lh5.googleusercontent.com/p/AF1QipPq5X3Cuiyo9t58k_UvseFqRv8ack-uahyxszFd=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOr6VcVgDsfHltP1p8jjBWNan3DshWLXUvjc69E=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMXq96qcmlec6ULg4J_Wg2v-U2h3rSWCYrpoSHK=w150-h150-k-no-p']",True
3,Ahmad khoirul Anam (Hijeter's Bojonegoro),https://www.google.com/maps/contrib/110172861089431875420?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXXu-aSvLwZsx2VKRt1e3soNB1rlvMiH9oEp0imijtbRX0z8pcg=s120-c-rp-mo-ba4-br100,5.0,5 bulan lalu,Cocok untuk bermain anak maupun keluarga,"['https://lh5.googleusercontent.com/p/AF1QipM-WlS_XQKL5ulRgFsHxr7FcAYzKotXC5yurbnt=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNngDXlQHYpzdU4HtQBW-8ltkxG9pO2I3YiERqC=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOymzNqMGLJG2cMM_0IX5GG3Cf7w9wnmNSgkSl_=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNLhhCxPmnxv75lDd58y2bEUIgHNTapOQffIQNQ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPlJ3r-mHVRev8YSF24PqoD9ezQx_wp0IOL6NBT=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNA_MlCkv9lt-YRpbj8SzrJ-QO7DmBgP-BfM0Hc=w150-h150-k-no-p']",True
3,heto rei,https://www.google.com/maps/contrib/112319725400290011080?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXnFRwQCFR3i6IKAMUgokA5DlrVLoDvDScyajBosk4Bz8aHUTHB=s120-c-rp-mo-ba4-br100,4.0,6 bulan lalu,"Tempat permainan yang lumayan menarik,sayang AC gak dingin,jadi terasa pengap","['https://lh5.googleusercontent.com/p/AF1QipMRaVKz12WcNpIRbS39DNYuLmP2raD2vVB7mA-z=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPTOy7lMw_mU99W9DAzOBviKXl6jXbargXk42_z=w150-h150-k-no-p']",True
3,Juwarti 7,https://www.google.com/maps/contrib/113755559722499551666?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVWWzsO9I1AHSaGgzjxEztPunY2EAYqlSBuzyXSxEJS5W-WQ3Gfng=s120-c-rp-mo-ba3-br100,5.0,2 tahun lalu,"Harga Tiket sangat terjangkau
Recommended untuk anak-anak dan remaja

#Water Park#
Bagus, bersih, toilet bersih, air lancar melimpah, kantin harga terjangkau namun menu kurang bervariasi.
Sayangnya mushola yg di Water Park terlalu jauh dan terpencil lokasinya.

#Theme Park#
Wahana kereeennn abis.
Wahana kondisinya prima terawat dgn baik.
Petugasnya ramah-ramah.
Tempatnya bersih dan rapi.
Mushola dan semua toiletnya super bersih, air lancar melimpah.

Go Fun Recommended👍👍👍","['https://lh5.googleusercontent.com/p/AF1QipPIFSEVLg5SeJGfRkNckuq7zUz7HMwt6FatEIir=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP8KjUPccSlPNdXpIP4hKWbvy5TIf_0BVOpuNTz=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPGp0D4IdSaF-nryJoBOa_lcU8HvzfuwdwkSKSO=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPM4oKPdUqsyL8g_vGmPsA5SBGlZWoWtm6DLaC2=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNrvMe-X52So3J3TXPS_bVje-ny4yi_5dOeTkKf=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO8L8IUPHAzXgU71A5Pt_RqnT6pM9gn83_l9lG0=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN_DUchs3lZFPacBuOCKMloTxeEfW7Ja0cW2hVH=w150-h150-k-no-p']",True
3,Berliana,https://www.google.com/maps/contrib/111811462877087773717?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU0-_buezdGfssyHh_aAsjCf1m73CQhoz4_4yluRovIt1a-VRLw=s120-c-rp-mo-ba3-br100,5.0,6 bulan lalu,"2× kesini, harga tiket terusan nya murah banget 50k udah bisa mainin 20 an wahana lebih, udah gitu per wahana bisa naik sampe 2 kali😂. Harga makanan disini juga terjangkau",['https://lh5.googleusercontent.com/p/AF1QipOWD2NWwLojDyYAgE6az1zAaFv1d8Q0aQzv2wQ1=w150-h150-k-no-p'],True
